sample_number,sample_type,code,description,kind,date_sampled,date_received,date_printed,ST,CO,institution,address1,address2,investigator,comments
21993211,macro,None,None,None,2021-01-04,2021-01-05,2001-01-01,None,None,None,DNRC 30 O'Kane Rd,"Durham NH, 03824",Andre Brito,Test Results for Herd 21993211
